month_year,province_code,total_pop,total_emp,emp_males,emp_females,total_full_emp,total_part_emp,total_unem,total_emp_rate,total_wage,total_wage_males,total_wage_females,total_avg_wage,avg_wage_males,avg_wage_females,total_median_wage,median_wage_males,median_wage_females,total_hours,total_average_hours,average_hours_males,average_hours_females,ei_claims,cpi,retail_sales,wholesale_sales,manufacturing_sales,food_services_receipts,travellers,vehicles,electric_power_generation,value,international_merchandise_imports,new_housing_price_index
1997-08-01,MB,842.8,526.1,287,239.2,420.4,105.8,34.1,62.4,437.7,231.2,206.5,13.65,14.92,12.22,12.09,14,10.9,21271.4,39.7,44.3,34.1,7320,90.7,712472,718043,820008,NA,59277,124382,2828265,NA,664382,43.1
1997-08-01,NB,592.8,312.3,169.6,142.7,259.4,52.9,44.5,52.7,288.1,157,131.1,12.47,13.59,11.13,11,12.09,9.76,13105.6,39.1,42.5,34.8,10560,90.1,492924,311748,692005,NA,160474,448493,1303029,NA,293486,78.6
1997-08-01,NL,438.6,194.5,107,87.5,162.4,32.1,41.2,44.3,183,99.5,83.5,12.64,13.66,11.42,11.13,12,10,8428.6,40,43.9,35,6820,92.5,335037,158531,128729,NA,3513,NA,2804753,NA,171024,48.1
1997-08-01,NS,728.5,383.8,204.4,179.4,302.7,81.1,51.4,52.7,341.6,177.7,163.8,12.58,13.8,11.26,10.93,12.02,9.85,15480.3,38.5,42.1,34.3,9430,90.3,646405,449703,522251,NA,23525,8830,777447,NA,445594,60.2
1997-08-01,ON,8801.8,5344.2,2902.5,2441.8,4303.2,1041,471.2,60.7,4571.1,2421.4,2149.7,16.08,17.51,14.48,14.5,16,12.93,208603.3,38.2,41.3,34.3,71500,90.1,7624975,13997635,18696989,NA,2426000,2839467,12226290,NA,14225738,54.1
1997-08-01,PE,105.3,59.2,31.3,27.8,48.9,10.3,10.5,56.2,54.5,27.2,27.3,11.09,11.78,10.41,10,10,9,2740.4,41.5,45.3,37,2450,90.7,87617,29098,66470,NA,NA,NA,-173,NA,1039,83.8
1997-08-01,QC,5775,3169.2,1745.8,1423.4,2584.1,585.2,406.7,54.9,2772.3,1497.2,1275.1,15.13,16.24,13.83,13.49,15,12.06,122669.2,37.6,40.4,34,72110,91.1,4663865,4800316,8453031,NA,289404,508385,11943527,NA,3289047,54.6
1997-08-01,SK,746.3,467.2,257.7,209.5,369.2,97.9,27.9,62.6,363.1,192.6,170.5,13.52,15.04,11.81,12,14,10.73,19908.3,41.4,46.7,34.6,5450,89.3,644735,768064,484781,NA,14880,39174,1346158,NA,403724,39.3
1997-09-01,AB,2152.4,1472.4,813.1,659.3,1202.2,270.3,83.8,68.4,1174.6,628.7,545.9,14.95,16.85,12.77,13.01,15.23,11.2,58702.2,39.6,44.3,33.9,14900,88.4,2261376,2620570,2902667,NA,76974,41589,4466304,NA,834402,41.1
1997-09-01,BC,3111.3,1870.3,1012.4,857.9,1486.5,383.8,177.5,60.1,1514.8,786.2,728.6,16.99,18.81,15.01,16,18.45,14,69764.5,37,40.5,32.9,31500,93.3,3070182,2682743,2736516,NA,615147,737692,5203266,NA,2291008,81.7
1997-09-01,MB,842.8,527,288,239,422.2,104.8,36.4,62.5,433.5,226.8,206.7,13.99,15.38,12.48,12.5,14.42,11,20805.5,39.2,43.9,33.4,7580,90.6,712359,658898,841534,NA,54030,79419,2657492,NA,726489,43.3
1997-09-01,NB,592.9,313,171.1,141.8,263.6,49.4,42.9,52.8,278.9,151.4,127.5,12.84,13.96,11.5,11.54,12.5,10,12542.1,38.7,42.6,33.7,9870,90.6,503409,318160,685030,NA,162048,370319,1222746,NA,402130,78.6
1997-09-01,NL,438,193,104.5,88.5,159.8,33.1,39.7,44.1,174.7,93.2,81.5,12.85,13.96,11.58,11.79,12.35,10.38,7947.9,39.4,43.9,33.8,7930,92.7,321876,159923,145714,NA,4348,NA,2977860,NA,89764,48.1
1997-09-01,NS,728.8,386.1,206.8,179.3,306.7,79.4,50.4,53,332.8,171.5,161.3,13.15,14.43,11.79,11.54,12.82,10,14745.6,37.6,41.7,32.9,9000,90.3,656203,466100,523694,NA,25303,5119,750957,NA,525197,60.2
1997-09-01,ON,8815.9,5348.8,2915.8,2433.1,4341.2,1007.6,460.5,60.7,4479.5,2365,2114.5,16.45,17.91,14.82,15,16.75,13.19,201324,37.6,40.9,33.5,68560,90,7608906,14167917,18861613,NA,2486058,2200484,10858575,NA,15659915,54.2
1997-09-01,PE,105.3,59.5,30.8,28.7,49.6,9.9,9.9,56.5,51.4,25.2,26.2,11.39,12.24,10.57,10,10.53,9,2527.2,40.6,44.8,35.9,2510,90.3,85557,29057,66337,NA,NA,NA,-144,NA,807,83
1997-09-01,QC,5779,3181.1,1748.9,1432.2,2620.3,560.8,408.7,55,2729.1,1453.7,1275.4,15.29,16.52,13.89,13.65,15,12.19,118155.5,36.8,39.8,33,73540,90.9,4704961,4886397,8636674,NA,294423,372323,11396073,NA,3463998,54.6
1997-09-01,SK,746.3,464.9,256.1,208.7,368.9,96,29.5,62.3,353.8,184,169.8,13.66,14.93,12.28,12.12,13.96,11.22,19094,40.5,46,33.7,5110,89.2,652116,753679,512217,NA,14721,30476,1336195,NA,361534,39.3
1997-10-01,AB,2156.9,1479.3,819.3,660,1210.9,268.4,86,68.6,1175.4,632.6,542.7,14.91,16.7,12.82,13.04,15.25,11.25,57853,39.1,43.6,33.4,14670,88.4,2344252,2642589,2906439,NA,75776,30228,4723665,NA,894767,41.5
1997-10-01,BC,3115.2,1865.6,1014.5,851.1,1463.9,401.7,177.8,59.9,1508.7,791.6,717.1,16.98,18.65,15.13,16,18,14.25,68833.9,36.7,40.1,32.7,31510,93.1,3071400,2754703,2684037,NA,613856,663962,6045029,NA,2328235,80.9
1997-10-01,MB,843,527.3,288.6,238.7,425.2,102.2,34.9,62.6,434.8,226.3,208.6,13.88,15.2,12.45,12.5,14.42,11,20457.8,38.6,43.2,33,6870,90.8,739729,719110,852774,NA,51007,75171,2828894,NA,865844,43.3
1997-10-01,NB,593.3,311.1,169.6,141.5,262,49.1,44.5,52.4,272,146.1,125.9,12.99,14.25,11.52,11.7,13,10,12104.9,38.1,42,33.3,9950,90.6,513888,327671,700155,NA,164668,369141,1282354,NA,394690,78.7
1997-10-01,NL,437.6,191.8,103.4,88.4,156.9,34.9,40.1,43.8,168.3,86.9,81.4,13.02,14.45,11.49,11.85,12.75,10.5,7368.9,37.9,42.1,32.9,8490,92.6,330256,162104,145826,NA,3464,NA,3750332,NA,94292,48.1
1997-10-01,NS,729.1,387.4,206.2,181.2,308.1,79.3,49,53.1,332,169.1,163,13.08,14.57,11.54,11.51,13,10,14544.2,37.2,41.4,32.5,9150,90.4,654010,484849,550025,NA,23576,1973,835269,NA,523733,60.1
1997-10-01,ON,8826.1,5349.5,2918.8,2430.7,4337.7,1011.8,465.2,60.6,4491.8,2368.7,2123.1,16.49,17.91,14.91,15,16.62,13.26,200563.7,37.4,40.8,33.3,66010,90.2,7821932,14462708,18900800,NA,2506880,2188306,10283374,NA,16425375,54.2
1997-10-01,PE,105.3,59.6,31.1,28.4,49.2,10.3,9.1,56.6,50.3,24.9,25.4,11.51,11.99,11.04,10,10.42,9.62,2476.7,40.4,45.2,34.8,2390,90.7,88145,30654,72345,NA,NA,NA,193,NA,5120,81.9
1997-10-01,QC,5782.1,3194.3,1758.8,1435.6,2622.1,572.3,410.5,55.2,2726.5,1454.6,1271.8,15.27,16.46,13.91,13.6,15,12.32,117402,36.5,39.6,32.7,70470,91,4733404,5117194,8594820,NA,292874,352617,13088437,NA,3538135,54.7
1997-10-01,SK,746.7,467.1,257.2,209.9,370.3,96.7,30.3,62.6,353.9,182.4,171.5,13.59,14.93,12.17,12,13.97,11.02,18673.6,39.8,45,33.4,4910,89.3,671641,790182,505026,NA,15158,29496,1309909,NA,418369,39.3
1997-11-01,AB,2161,1477.3,817,660.4,1207.3,270,88.5,68.4,1179.3,624.9,554.4,14.9,16.71,12.86,13.19,15.38,11,57172.1,38.8,43.3,33.2,14960,88.3,2341930,2638471,2934864,NA,77886,24972,4669814,NA,768605,41.6
1997-11-01,BC,3118.7,1876.1,1011.9,864.2,1485.7,390.4,179.2,60.2,1498.6,777.3,721.3,16.96,18.54,15.25,16,18,14.42,67852.5,36.4,40,32.1,31880,93.1,3083300,2774718,2713026,NA,632291,609976,6464163,NA,2015161,80.6
1997-11-01,MB,843.2,528.7,289.9,238.8,424.3,104.5,33.4,62.7,434.2,225.3,209,13.86,15.32,12.29,12.26,14.42,11,19681.8,37.4,41.7,32.3,7310,90.8,730342,763736,852188,NA,49438,60148,2907796,NA,753632,43.3
1997-11-01,NB,593.5,311.7,169.1,142.6,264,47.8,44.7,52.5,263,138.3,124.7,13.15,14.51,11.63,12,13,10,11743.6,38,41.5,33.9,10210,90.5,509424,324377,708698,NA,160674,322874,1429465,NA,260444,78.7
1997-11-01,NL,437.5,189.9,101.8,88.1,156.2,33.6,39.6,43.4,161.8,82,79.8,12.95,14.49,11.37,11.68,13,10.37,7162,37.9,42.2,32.9,9570,92.4,329062,150095,140431,NA,3293,NA,4097594,NA,85275,48
1997-11-01,NS,729.5,389.3,208.1,181.2,308.8,80.5,48.5,53.4,327.1,167.7,159.4,13.02,14.4,11.56,11.54,12.98,10,14390.8,37.1,41,32.6,9580,90.3,633915,480165,543108,NA,19427,0,885393,NA,503270,60.2
1997-11-01,ON,8835.3,5365.7,2927,2438.6,4337.8,1027.8,474.4,60.7,4506.4,2372.9,2133.5,16.5,17.96,14.86,15,16.7,13.27,199858.6,37.2,40.5,33.2,70410,89.9,7825463,14438408,19081772,NA,2498248,1943578,11288676,NA,15454455,54.7
1997-11-01,PE,105.4,58.8,30.9,27.9,47.9,11,10.2,55.8,46.1,22.5,23.6,11.95,12.44,11.49,10.63,11,10,2203.6,38.9,43.3,34,2490,90.8,86662,28207,65272,NA,NA,NA,109,NA,10890,81
1997-11-01,QC,5785.4,3191,1761.5,1429.5,2626.7,564.2,397.2,55.2,2692.7,1431.4,1261.3,15.49,16.66,14.17,13.92,15,12.63,115645.6,36.5,39.6,32.6,74610,91,4703731,4950868,8605722,NA,291055,278619,14174106,NA,3349070,54.7
1997-11-01,SK,747,471,258.9,212.1,374.9,96.1,30.7,63.1,352.2,178.7,173.5,13.65,14.97,12.29,12.25,14,11.24,17934.3,38.5,43,32.9,5070,89.3,660160,745865,497910,NA,17039,24912,1421156,NA,387439,39.4
1997-12-01,AB,2164.7,1478.3,815.8,662.6,1210.2,268.1,89.4,68.3,1181.2,622.3,558.8,14.97,16.8,12.93,13.27,15.9,11,56801.1,38.6,42.8,33.5,15210,88.3,2448813,2731746,2877882,NA,79847,24616,4981942,NA,860740,42
1997-12-01,BC,3121.7,1866.7,1004.5,862.2,1481.4,385.4,167.4,59.8,1489,762.7,726.3,16.89,18.52,15.17,16,18,14.42,67357.4,36.3,40.1,31.9,30720,92.8,3122097,2792254,2673649,NA,632040,562531,7002462,NA,1828954,80.8
1997-12-01,MB,843.5,531.6,293.1,238.4,430.4,101.2,31.7,63,433.7,224.9,208.8,13.97,15.46,12.37,12.37,14.25,11,19667.2,37.3,41.3,32.4,7320,90.8,744922,685493,858289,NA,55724,62744,3031338,NA,745975,43.3
1997-12-01,NB,593.6,313.1,168.6,144.4,265.4,47.7,43.4,52.7,259.1,132.6,126.6,13.36,14.94,11.7,12,13.15,10.12,11467.7,37.7,41.3,33.7,9760,90.4,530981,320913,734400,NA,153543,320682,1445281,NA,303659,78.7
1997-12-01,NL,437.4,191.8,103.8,88,157.5,34.3,38.7,43.9,159.2,79.5,79.7,13.19,14.83,11.54,12,14,10.77,7003.6,37.7,41.6,33.2,8210,92,349384,167400,140699,NA,4038,NA,3589147,NA,156910,48.1
1997-12-01,NS,729.7,387.2,205.8,181.4,309.8,77.4,49.3,53.1,325.2,165.1,160.1,13.18,14.59,11.74,11.87,13.46,10,14415.5,37.5,41.4,33.1,8840,90.2,674893,422269,536500,NA,24377,0,960117,NA,336756,60.2
1997-12-01,ON,8844,5375.6,2931.2,2444.4,4372.3,1003.4,445.3,60.8,4495.1,2358.8,2136.4,16.53,17.98,14.93,15,16.74,13.26,199416.5,37.2,40.4,33.4,60910,89.8,8162632,14345212,19578990,NA,2541046,1892795,12549834,NA,14653511,54.7
1997-12-01,PE,105.3,58.9,30.9,28.1,48.7,10.2,10,55.9,45,21.6,23.3,12.24,12.91,11.61,11,11.54,10,2097.9,37.9,42.3,33.2,2660,90.2,91107,29526,62104,NA,NA,NA,19837,NA,1880,81
1997-12-01,QC,5788.3,3199.2,1764.2,1435,2643.6,555.6,382.1,55.3,2676.5,1404,1272.5,15.4,16.58,14.09,13.81,15,12.44,114835.6,36.3,39.2,32.8,68440,90.8,4866500,4919678,8596050,NA,309033,275061,17128262,NA,3530168,54.7
1997-12-01,SK,747.2,472.4,260.1,212.3,376.5,95.9,25.8,63.2,352.9,179.1,173.8,13.62,15.04,12.16,12.02,14,11,17757.8,38,42.2,33,4870,89.3,685866,843911,515007,NA,16608,24607,1577289,NA,359093,39.6
1998-01-01,AB,2169.3,1492.4,823.2,669.2,1218.3,274.1,83,68.8,1165.1,615.5,549.6,14.98,16.86,12.88,13.46,16,11.25,56062.3,38.4,42.5,33.4,15510,88.6,2394142,2587961,2876934,291363,77541,23461,5046840,NA,889825,42.5
1998-01-01,BC,3124.8,1855,994.6,860.5,1458.4,396.6,187.1,59.4,1443.7,737.4,706.3,17.03,18.7,15.29,16.1,18.27,14.5,65182.1,36,39.7,31.8,31320,93.1,3013515,2702960,2548188,467101,619573,498511,6662612,NA,1961740,80
1998-01-01,MB,843.8,531.5,291.8,239.8,425.3,106.2,31,63,425.2,219.4,205.8,14.01,15.51,12.4,12.5,14.42,11,19158.5,37,40.9,32.3,7460,91.1,732331,660800,853048,82009,50828,55898,3095107,NA,733386,43.3
1998-01-01,NB,593.6,309.6,165.3,144.2,262,47.6,45.8,52.2,245.6,124,121.6,13.51,15.14,11.84,12,13.46,10.65,10821,37.5,41.1,33.5,9720,90.7,521732,329788,716153,66730,158546,278418,1481276,NA,354117,78.6
1998-01-01,NL,437.1,191.6,102.5,89.1,158.4,33.2,39.7,43.8,149,72.8,76.2,13.36,15.22,11.58,12,14.42,10.63,6707.8,37.7,41.7,33.3,8270,92.5,337850,155839,138370,36299,4307,NA,4683093,NA,89792,48.1
1998-01-01,NS,729.8,392.3,207.8,184.5,314.7,77.6,49.2,53.8,317.3,158.5,158.8,13.33,14.74,11.93,12,13.75,10,14102,37.3,41.4,32.8,9880,90.7,663421,434483,525185,84344,25265,0,1025518,NA,404329,60.2
1998-01-01,ON,8854.7,5384.2,2920.7,2463.5,4390.7,993.5,460.4,60.8,4403.4,2291.4,2112,16.57,18.12,14.9,15,16.83,13.33,194770.2,37,40.2,33.3,64570,90.2,7916946,13699762,19226809,980116,2662274,1789565,12646131,NA,14553146,54.8
1998-01-01,PE,105.4,59,30.7,28.4,48.7,10.4,9.8,56,43.7,20.6,23.1,12.2,12.57,11.87,11,11.25,10.6,1997.5,37.3,41.6,32.8,2480,90.4,89037,29193,77464,15815,NA,NA,634,NA,904,80.2
1998-01-01,QC,5791.4,3175,1765.3,1409.7,2630.8,544.2,405.5,54.8,2581,1362.5,1218.5,15.51,16.84,14.03,14,15,12.37,111326.8,36.3,39.2,32.8,77440,91.9,4354722,4806878,8026325,523266,276905,241329,15556299,NA,3174968,54.8
1998-01-01,SK,747.6,474.2,261.2,213,378.9,95.3,26.6,63.4,343.8,172.6,171.2,13.71,15.19,12.23,12.23,14,11,17299.5,37.7,41.5,33,5510,89.6,681616,815190,543855,69029,16358,21685,1637762,NA,368843,39.8
1998-02-01,AB,2175.4,1488.4,817.7,670.6,1216,272.3,83.9,68.4,1175,617.6,557.4,14.9,16.82,12.76,13.24,15.63,11.06,56149.9,38.3,42.5,33.3,15660,87.9,2311004,2472525,2831905,295897,78170,23824,4398064,NA,930475,42.6
1998-02-01,BC,3127.6,1844.7,984.6,860.1,1460.5,384.2,193.7,59,1451,743.5,707.5,17.11,18.68,15.46,16.32,18.73,14.85,65433.7,36.1,39.9,31.7,33080,92.9,2959910,2766606,2618370,470223,631638,501437,5076235,NA,1930046,79.8
1998-02-01,MB,844,530,289.8,240.2,426,104,32.8,62.8,429.4,221.8,207.6,14.15,15.72,12.47,12.6,14.57,11,19320.5,37.1,41.2,32.3,7370,90.8,703378,664613,860303,82882,50895,53313,2713379,NA,760920,43.4
1998-02-01,NB,593.6,309.4,164.1,145.3,262,47.4,46.8,52.1,247.1,124.1,123,13.27,14.82,11.71,12,13,10.5,10837.1,37.4,41,33.5,11060,90.8,510759,323254,677473,64109,177107,278330,1341180,NA,281859,78.4
1998-02-01,NL,436.4,190.5,101.8,88.7,157.7,32.8,41.1,43.7,147.6,72.2,75.3,13.37,15.16,11.66,12.02,14.36,10.89,6633.5,37.5,41.9,32.8,8410,92.7,341211,159988,142331,35271,3912,NA,4255051,NA,90473,48.1
1998-02-01,NS,730,396.5,212,184.4,319.4,77.1,45.8,54.3,322,163,159.1,13.32,14.69,11.91,11.75,13.5,10,14036.2,36.9,40.8,32.4,9670,90.6,674644,432232,520582,79195,26084,0,919336,NA,599164,60.2
1998-02-01,ON,8865.1,5413.7,2938.1,2475.6,4402.9,1010.8,436.3,61.1,4460.4,2313.3,2147.1,16.55,18.17,14.81,15,17,13.33,196159.9,36.9,40.1,33.2,62010,90.5,7905841,14414777,19817155,988898,2706738,1784019,11352884,NA,15512828,54.9
1998-02-01,PE,105.4,58.8,30.6,28.2,48.6,10.2,9.7,55.8,43.5,20.4,23.1,12.36,12.69,12.08,11.06,11.26,10.86,2000.6,37.3,41.7,32.8,2400,90.7,91401,32109,79397,15935,NA,NA,-148,NA,1190,81.3
1998-02-01,QC,5794,3210.8,1776.9,1433.9,2658.8,552,386.1,55.4,2631.1,1392.9,1238.2,15.52,16.85,14.03,14,15,12.6,113424.2,36.3,39.4,32.6,81360,92,4946767,4929015,8639168,532562,299298,242923,13992599,NA,3325965,55
1998-02-01,SK,747.7,471.7,261.1,210.6,375.9,95.8,26.3,63.1,341.9,171.7,170.2,13.63,15.21,12.03,12.12,14,11,17309.4,37.8,41.9,32.7,5300,89.8,639634,779822,526307,70935,16262,19759,1396652,NA,355759,39.8
1998-03-01,AB,2181.4,1488.6,818.9,669.7,1215.5,273.1,85.1,68.2,1174.5,613.3,561.2,14.95,16.93,12.79,13.19,15.59,11.5,56367.7,38.4,42.7,33.3,17510,88.4,2281607,2515762,2754126,291509,75477,30099,4676910,NA,951428,42.8
1998-03-01,BC,3129.4,1851.1,990.6,860.6,1454,397.1,195.2,59.2,1452.6,740.4,712.3,17.04,18.54,15.47,16,18.17,14.67,66021.6,36.3,39.9,32.2,32610,93.2,2958661,2719302,2669999,456429,625779,613236,5513536,NA,2275913,79.6
1998-03-01,MB,844.3,532.7,291,241.7,427.3,105.5,29.4,63.1,431.7,221.4,210.4,14.02,15.5,12.46,12.5,14.42,11.04,19567.4,37.2,41.4,32.4,7070,91.2,720696,656799,864367,82693,49845,64423,2865475,NA,826382,43.4
1998-03-01,NB,593.4,311.5,165.7,145.9,263.4,48.1,43.8,52.5,248.6,124.6,124,13.31,14.87,11.74,12,13.25,10.44,10951.1,37.5,41,33.7,9590,90.8,527277,325420,708193,64220,162116,316460,1869393,NA,322709,78.3
1998-03-01,NL,435.6,191.5,102.7,88.8,159.1,32.5,37.7,44,148.3,72.3,76,13.42,15.2,11.73,12,14.36,10.5,6744.4,37.8,42.2,33,8610,92.4,330653,161239,133410,34489,3561,NA,4645113,NA,66512,48.1
1998-03-01,NS,729.9,395.6,210.5,185.1,317.7,77.9,43,54.2,321.7,162.4,159.3,13.16,14.72,11.56,11.69,13.46,10,14180.7,37.2,41.2,32.8,9540,90.7,662007,441152,542299,73146,27101,0,960982,NA,472989,60.2
1998-03-01,ON,8875.1,5414.7,2931.8,2482.9,4411.8,1002.9,435.2,61,4462.7,2314.4,2148.3,16.49,18.11,14.74,15,16.83,13.16,196889.7,37,40.3,33.3,62400,90.6,7936984,14249153,19971664,975679,2532284,2010487,12411825,NA,17143011,55
1998-03-01,PE,105.3,59.5,31.3,28.2,48.8,10.6,9.3,56.5,43.8,20.6,23.2,12.36,12.74,12.03,11.06,11.28,10.99,2024.3,37.3,41.5,32.9,2390,90.5,89004,33083,78933,15027,NA,NA,-225,NA,1255,81.3
1998-03-01,QC,5796.7,3235,1783.9,1451.1,2656.9,578.1,368,55.8,2671.1,1405.3,1265.8,15.57,16.88,14.12,14,15,12.8,114481.5,36.2,39.1,32.7,72910,91.8,4813884,4917659,8792378,532230,289680,284254,14624258,NA,3671715,55
1998-03-01,SK,747.6,469.1,258.2,210.9,374.1,95,26.8,62.7,339.3,170.4,168.9,13.92,15.61,12.2,12.5,14.84,11.09,17270.7,37.8,41.9,32.8,5500,90,648288,809391,507842,74393,16056,23957,1419980,NA,449684,39.9
1998-04-01,AB,2187.7,1511,826.8,684.3,1225.5,285.6,80.8,69.1,1187.1,614.3,572.8,14.94,16.96,12.77,13,15.38,11.54,57372.1,38.5,42.9,33.3,16940,88.8,2370941,2599940,2877607,291770,80753,34752,4376102,NA,943422,43
1998-04-01,BC,3131.7,1854,995.6,858.3,1444.4,409.6,182.9,59.2,1455.2,739.4,715.7,17.09,18.82,15.3,16.35,18.75,14.42,65960,36,39.6,31.8,32310,93.2,3006363,2678795,2554806,468524,624033,637365,5376182,NA,2065850,78.7
1998-04-01,MB,844.5,532.7,290.5,242.2,428.3,104.4,32,63.1,432.3,222.6,209.7,14.23,15.75,12.62,12.73,14.67,11.06,19996,38,42.2,33,7760,91.3,739489,683746,873421,83485,53351,72034,2671039,NA,963197,43.4
1998-04-01,NB,593.4,313.2,167.5,145.7,264.1,49.1,46.4,52.8,252.7,129,123.8,13.34,14.76,11.86,12,13.19,10.53,11202.6,37.7,41.1,33.8,9400,90.5,542976,331175,659555,63097,163557,328150,1729682,NA,323395,78.1
1998-04-01,NL,434.8,192.4,102.7,89.7,157.9,34.5,39.4,44.3,151.8,74.9,76.9,13.4,15.24,11.6,11.98,14.1,10.26,6806.7,37.7,41.9,33.2,8000,92.5,337625,167621,147353,34773,4043,NA,4116626,NA,69387,48
1998-04-01,NS,730,395.1,211.1,184.1,315,80.1,48,54.1,323.6,165.6,158.1,13.31,14.73,11.81,12,13.59,10,14266.8,37.3,41.2,32.9,9990,90.5,682968,435231,532056,73982,31465,0,875241,NA,417789,61.2
1998-04-01,ON,8885.7,5416.3,2921.9,2494.4,4403.8,1012.5,425,61,4501.2,2329.6,2171.6,16.52,18.18,14.75,15,17,13.13,199173,37.2,40.5,33.2,64580,90.3,8151064,14440929,19800269,993133,2517940,2094776,11173988,NA,16723071,55.1
1998-04-01,PE,105.3,58,30.4,27.6,48.1,9.9,9.9,55.1,43,19.8,23.2,12.48,12.78,12.22,11.28,11.54,11.25,2061,38.2,42.7,33.4,2650,90.3,92068,32386,73371,16758,NA,NA,-203,NA,1265,81.2
1998-04-01,QC,5799.2,3236.1,1781.8,1454.3,2658.9,577.2,368,55.8,2686.9,1412.3,1274.6,15.57,17.01,13.99,14,15,12.5,115785.2,36.4,39.4,32.8,69390,91.9,4856845,5081291,8790340,538686,304105,304676,11979838,NA,3656867,54.9
1998-04-01,SK,747.6,468.8,259.4,209.4,376.5,92.3,28.5,62.7,341,173.1,167.9,13.77,15.3,12.19,12.4,14.36,11.06,18256.3,39.7,45,33.3,5780,90,654061,831178,520194,71862,17353,27960,1250967,NA,425589,40.1
1998-05-01,AB,2194.1,1504.5,829,675.5,1224.2,280.3,86.5,68.6,1218.6,643.2,575.5,14.88,16.79,12.74,13.09,15.01,11.54,59539.4,39.3,43.3,34.3,17360,89,2386575,2570778,2701448,297599,81449,34876,4369507,NA,871826,43.2
1998-05-01,BC,3134.1,1853.1,991.5,861.6,1450.7,402.4,195.3,59.1,1482,757.2,724.8,17.1,18.77,15.35,16.35,18.9,14.42,67518.9,36.3,39.8,32.2,31600,93.6,2994964,2731092,2474344,473995,629613,684615,4494811,NA,2020073,78.6
1998-05-01,MB,844.8,531.9,291.8,240.1,429.4,102.5,30.8,63,445.3,231.8,213.5,14.18,15.7,12.52,12.5,14.5,11,20643.6,38.4,42.5,33.4,7450,91.8,732287,720522,840040,84172,60242,84695,2861183,NA,885531,43.4
1998-05-01,NB,593.5,315.7,168.3,147.4,263.7,52.1,42.8,53.2,273.1,140.3,132.9,12.98,14.27,11.62,11.58,12.98,10,12145.4,38.1,41.8,33.9,10190,90.7,530133,324708,685563,61906,165667,364908,1536695,NA,359452,77.9
1998-05-01,NL,434.3,190.9,100.4,90.5,156.8,34.1,39.5,44,160.5,80.1,80.4,13.34,15.07,11.61,11.67,13.5,10,7297.8,38.3,42.6,33.5,8650,92.4,339402,160493,152405,35146,4194,NA,3869017,NA,42845,47.8
1998-05-01,NS,730.1,395.8,212.5,183.4,319.9,76,46.7,54.2,333.9,174.3,159.6,13.08,14.34,11.7,11.54,13,10,15186.1,38.2,42.3,33.5,9500,90.6,671259,465097,542796,73100,26311,1303,843797,NA,289744,61.4
1998-05-01,ON,8896.4,5436.8,2935.6,2501.1,4428.5,1008.2,411.5,61.1,4602,2392.4,2209.6,16.46,18.02,14.77,15,16.83,13.29,204973,37.5,40.9,33.4,64810,90.6,8223780,14604717,19792117,992972,2568300,2286454,11038884,NA,16143920,55.2
1998-05-01,PE,105.4,60.2,30.9,29.3,49.7,10.5,9.2,57.1,51.6,24.6,27,11.77,12.24,11.34,10.1,10.71,9.94,2566.7,40.7,45.3,35.7,2500,89.8,92093,35304,71898,17132,NA,NA,-161,NA,1087,81.2
1998-05-01,QC,5801.8,3238.1,1789.5,1448.6,2671.1,567,376,55.8,2763.4,1466.8,1296.6,15.54,16.9,14.01,14,15,12.56,120249.3,36.9,39.9,33.1,75360,92.2,4813692,4974739,8715909,523872,305321,347144,11448603,NA,3564541,54.9
1998-05-01,SK,747.7,466.4,256.8,209.6,372.9,93.4,26,62.4,353.8,182.1,171.7,13.8,15.25,12.27,12.25,14,11.13,19236.1,40.6,45.9,34.1,5780,90.5,650354,866844,497234,72653,17722,30045,1239624,NA,468935,40.2
1998-06-01,AB,2200.8,1502.6,826.3,676.4,1222,280.6,86.9,68.3,1236,652.2,583.8,15.05,16.97,12.9,13.25,15.38,11.54,59620.9,38.9,42.8,34.1,17230,89.7,2358096,2473815,2706551,299998,82476,43882,4284089,NA,864902,43.6
1998-06-01,BC,3137.4,1853.6,993.1,860.5,1466,387.6,189.8,59.1,1501,764.9,736.1,17.2,18.93,15.4,16.48,19.04,14.5,69581.8,36.9,40.3,32.9,31020,93.7,2975804,2651181,2624984,480461,646136,676093,4126003,NA,2161934,78.1
1998-06-01,MB,845.3,529.9,290.2,239.8,426.6,103.3,31.5,62.7,448.1,231.8,216.3,14,15.46,12.45,12.5,14.42,11,20896.4,38.6,42.6,33.8,6340,91.9,727742,642841,887470,84596,51807,85690,2752029,NA,856804,43.5
1998-06-01,NB,593.6,315.7,168.5,147.3,263.1,52.7,43.9,53.2,288.8,152,136.7,12.83,13.89,11.65,11.54,12.7,10,12849.2,38.4,41.8,34.2,10290,90.5,531974,345609,656564,60927,168202,371651,1152743,NA,298173,77.8
1998-06-01,NL,433.8,193.3,103,90.3,159.9,33.3,40.7,44.6,176.5,92.1,84.5,12.84,14.16,11.4,11,12.02,10,8053.5,39,42.7,34.4,8280,92.4,340101,152978,138968,35081,4127,NA,2914601,NA,79686,47.7
1998-06-01,NS,730.4,395.7,211.7,184.1,318.9,76.9,47.5,54.2,349.2,181.5,167.7,13.03,14.31,11.64,11.38,12.55,10,15668,38.3,42.3,33.6,9100,90.5,665521,461189,554570,73335,25850,5797,833108,NA,576399,61.4
