month_year,province_code,total_pop,total_emp,emp_males,emp_females,total_full_emp,total_part_emp,total_unem,total_emp_rate,total_wage,total_wage_males,total_wage_females,total_avg_wage,avg_wage_males,avg_wage_females,total_median_wage,median_wage_males,median_wage_females,total_hours,total_average_hours,average_hours_males,average_hours_females,ei_claims,cpi,retail_sales,wholesale_sales,manufacturing_sales,food_services_receipts,travellers,vehicles,electric_power_generation,value,international_merchandise_imports,new_housing_price_index
1980-07-01,NS,627.1,323.1,195.8,127.3,278.8,44.3,34.2,51.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13766.8,40,43,35.2,NA,45.6,NA,NA,NA,NA,NA,9078,582320,NA,NA,NA
1980-07-01,ON,6698.8,4145.5,2430.8,1714.7,3526.9,618.6,312.6,61.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,167532.7,39,42,34.6,NA,43.1,NA,NA,NA,NA,NA,2153543,8468402,NA,NA,NA
1980-07-01,PE,90,47.2,28.6,18.6,40.8,6.4,5.5,52.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2239.4,42.6,46.6,36.2,NA,46.7,NA,NA,NA,NA,NA,NA,7349,NA,NA,NA
1980-07-01,QC,4992.3,2748,1702.7,1045.3,2410.3,337.6,313.2,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,112268.9,38.7,41.3,34.4,NA,44.8,NA,NA,NA,NA,NA,509677,6365498,NA,NA,NA
1980-07-01,SK,700.9,422.3,264.7,157.6,344.8,77.4,20.7,60.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,18808.3,42.5,47.9,33.4,NA,44.5,NA,NA,NA,NA,NA,33682,774573,NA,NA,NA
1980-08-01,AB,1629.5,1100.1,666.1,434,947.8,152.3,46,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,47037.1,41.5,45.4,35.5,NA,44.5,NA,NA,NA,NA,NA,49627,1880940,NA,NA,NA
1980-08-01,BC,2105.8,1278.4,776.6,501.8,1074.8,203.6,83.6,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,50935.3,38.7,41.8,33.8,NA,46,NA,NA,NA,NA,NA,525841,3469899,NA,NA,NA
1980-08-01,MB,761.5,462.6,273.7,188.9,386.9,75.7,28.7,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,19186.8,40.3,44.2,34.3,NA,44.7,NA,NA,NA,NA,NA,98569,1229177,NA,NA,NA
1980-08-01,NB,514,251.6,153.4,98.2,217.2,34.4,33.3,48.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10782.9,39.5,42.4,34.6,NA,46,NA,NA,NA,NA,NA,412246,705831,NA,NA,NA
1980-08-01,NL,396.8,179.2,115.3,63.9,165,14.2,27.9,45.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8561.4,42.4,45.3,36.9,NA,47.8,NA,NA,NA,NA,NA,NA,3473914,NA,NA,NA
1980-08-01,NS,627.8,322.2,195.5,126.7,277.1,45.1,35.9,51.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,13737,40.1,42.9,35.6,NA,46,NA,NA,NA,NA,NA,9184,551254,NA,NA,NA
1980-08-01,ON,6705.8,4159.8,2442.2,1717.6,3537.7,622.1,316.5,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,169510.2,39.2,42.2,34.9,NA,43.5,NA,NA,NA,NA,NA,2297226,8691235,NA,NA,NA
1980-08-01,PE,89.9,47.5,29,18.5,41.1,6.5,5.3,52.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2277.6,42.7,46.8,36.3,NA,47.2,NA,NA,NA,NA,NA,NA,5989,NA,NA,NA
1980-08-01,QC,4996.3,2746.4,1702.4,1044,2406,340.4,311.5,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,111618.6,38.7,41.2,34.5,NA,45.4,NA,NA,NA,NA,NA,491963,6845982,NA,NA,NA
1980-08-01,SK,701.7,422.4,265.5,156.9,344.1,78.3,19.3,60.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,19085.6,43.2,48.5,33.8,NA,45,NA,NA,NA,NA,NA,32861,630424,NA,NA,NA
1980-09-01,AB,1639.2,1116.2,673.8,442.4,966,150.2,43.4,68.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,45609.8,40.9,45,34.3,NA,45,NA,NA,NA,NA,NA,28344,1839059,NA,NA,NA
1980-09-01,BC,2114,1279.2,774.5,504.7,1058.2,220.9,89.5,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,48032.1,37.5,41,32,NA,46.3,NA,NA,NA,NA,NA,357522,3828644,NA,NA,NA
1980-09-01,MB,761.6,463,275,187.9,383.7,79.2,25.4,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,18148.7,38.9,43.1,32.7,NA,44.9,NA,NA,NA,NA,NA,61868,1359755,NA,NA,NA
1980-09-01,NB,514.4,253.3,155.1,98.2,218,35.3,31,49.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10270.5,38.8,41.9,33.7,NA,46.4,NA,NA,NA,NA,NA,321195,686424,NA,NA,NA
1980-09-01,NL,397.6,188.1,119,69.1,172,16.1,27.1,47.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8380,42.2,45.3,36.5,NA,48.1,NA,NA,NA,NA,NA,NA,3353452,NA,NA,NA
1980-09-01,NS,628.5,328.9,200.7,128.2,281.6,47.3,33.5,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,13171.6,39.3,42.5,34.2,NA,46.3,NA,NA,NA,NA,NA,5422,528972,NA,NA,NA
1980-09-01,ON,6714.9,4193.6,2465.8,1727.7,3550.5,643.1,294.6,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,160004.3,38.1,41.2,33.5,NA,44,NA,NA,NA,NA,NA,1643141,7909449,NA,NA,NA
1980-09-01,PE,90,47.4,28.4,19,40.6,6.7,5.4,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2043.1,41.2,45.6,34.3,NA,47.5,NA,NA,NA,NA,NA,NA,5891,NA,NA,NA
1980-09-01,QC,5001.4,2760.9,1700.9,1060,2424.8,336.1,306.4,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,105858.3,38.1,40.9,33.6,NA,45.7,NA,NA,NA,NA,NA,299445,7038839,NA,NA,NA
1980-09-01,SK,702.5,421.4,266.6,154.8,344.4,77,20.2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,17833.8,41.6,46.9,32.4,NA,45.4,NA,NA,NA,NA,NA,23758,697795,NA,NA,NA
1980-10-01,AB,1646.5,1122.6,681.3,441.3,969.5,153.1,43.7,68.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,45826.7,40.6,45,33.7,NA,45.7,NA,NA,NA,NA,NA,22020,1971069,NA,NA,NA
1980-10-01,BC,2120.8,1289.4,785,504.4,1066.1,223.3,86.1,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,48303,37.3,40.8,31.9,NA,46.8,NA,NA,NA,NA,NA,316051,4220762,NA,NA,NA
1980-10-01,MB,761.7,464.3,276.2,188.1,385.9,78.4,26.7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,18021.9,38.5,42.9,32,NA,45.3,NA,NA,NA,NA,NA,54836,1688925,NA,NA,NA
1980-10-01,NB,514.7,256.3,155.7,100.7,219.8,36.6,31.9,49.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10091.2,38.3,41.6,33.1,NA,47,NA,NA,NA,NA,NA,312001,684609,NA,NA,NA
1980-10-01,NL,398,192.4,120.6,71.9,176.8,15.6,26,48.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8169.1,41.6,44.7,36.2,NA,48.7,NA,NA,NA,NA,NA,NA,3795778,NA,NA,NA
1980-10-01,NS,629,329.1,200.8,128.3,279.4,49.7,33.4,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12930.1,38.8,42.1,33.6,NA,47,NA,NA,NA,NA,NA,1577,565229,NA,NA,NA
1980-10-01,ON,6722.1,4188.9,2449.7,1739.2,3553,635.9,290.9,62.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,159165,37.9,41.2,33.3,NA,44.3,NA,NA,NA,NA,NA,1492896,8699587,NA,NA,NA
1980-10-01,PE,90,47.6,28.5,19.1,40.9,6.6,5.6,52.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991.3,40.9,45.4,34,NA,48,NA,NA,NA,NA,NA,NA,6062,NA,NA,NA
1980-10-01,QC,5005.4,2769.9,1703.1,1066.8,2439.1,330.8,308.6,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,105972.2,38,40.9,33.5,NA,46.1,NA,NA,NA,NA,NA,262677,8275600,NA,NA,NA
1980-10-01,SK,703.3,422.6,267.9,154.7,345.8,76.8,20.4,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17414.6,40.7,45.6,32.3,NA,45.8,NA,NA,NA,NA,NA,21948,798590,NA,NA,NA
1980-11-01,AB,1653.4,1137.1,690.4,446.7,984.2,153,43.9,68.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,44913.7,39.6,43.6,33.4,NA,46.5,NA,NA,NA,NA,NA,15847,2039346,NA,NA,NA
1980-11-01,BC,2127.4,1304.4,793.2,511.2,1084,220.4,79.1,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,48396.3,37.3,40.8,31.9,NA,47.5,NA,NA,NA,NA,NA,281378,4096198,NA,NA,NA
1980-11-01,MB,761.7,467.4,277.5,189.9,387,80.3,29.4,61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,17649,37.9,42.2,31.8,NA,45.9,NA,NA,NA,NA,NA,46373,1729787,NA,NA,NA
1980-11-01,NB,514.9,255.6,155.9,99.7,217.5,38.1,32,49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,9600.5,37.8,41.1,32.7,NA,47.5,NA,NA,NA,NA,NA,277353,737249,NA,NA,NA
1980-11-01,NL,398.5,189.1,120.6,68.5,173.3,15.8,25.2,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7652.7,41.5,44.7,35.9,NA,49.3,NA,NA,NA,NA,NA,NA,4073099,NA,NA,NA
1980-11-01,NS,629.5,327,197.4,129.5,281.1,45.9,35.8,51.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,12686.6,38.9,42.5,33.3,NA,47.7,NA,NA,NA,NA,NA,295,583946,NA,NA,NA
1980-11-01,ON,6729.1,4201.1,2470.5,1730.6,3542.4,658.8,273.3,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,157409.8,37.6,41.1,32.6,NA,44.6,NA,NA,NA,NA,NA,1305378,9314206,NA,NA,NA
1980-11-01,PE,90,46.5,27.9,18.6,40,6.5,5.8,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1779.5,39.6,43.9,33.1,NA,48.5,NA,NA,NA,NA,NA,NA,16172,NA,NA,NA
1980-11-01,QC,5009.2,2774.3,1706.4,1067.9,2440.3,333.9,313.7,55.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,104516.2,37.7,40.6,33.2,NA,46.9,NA,NA,NA,NA,NA,199679,8858049,NA,NA,NA
1980-11-01,SK,703.8,424.6,268.1,156.5,349.6,75,19.4,60.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,16500.6,39.2,43.6,31.8,NA,46.5,NA,NA,NA,NA,NA,18022,809806,NA,NA,NA
1980-12-01,AB,1659.7,1140.8,694,446.8,989.3,151.5,45,68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,44176,39.1,42.7,33.5,NA,46.7,NA,NA,NA,NA,NA,13282,2254966,NA,NA,NA
1980-12-01,BC,2133.2,1301.5,792.6,508.9,1095.6,205.9,81.2,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,47936.4,37.2,40.8,31.8,NA,47.8,NA,NA,NA,NA,NA,218644,4210189,NA,NA,NA
1980-12-01,MB,761.8,468.2,278,190.3,385.9,82.3,24.5,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,17214.4,37.3,41.1,31.9,NA,46.2,NA,NA,NA,NA,NA,40694,1950202,NA,NA,NA
1980-12-01,NB,515.1,257.5,157.1,100.4,219.9,37.6,31.2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,9420.7,38,41.1,33.1,NA,47.7,NA,NA,NA,NA,NA,278564,965576,NA,NA,NA
1980-12-01,NL,399.1,188.1,119.3,68.9,171.7,16.4,28.5,47.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7225,41.1,44.4,35.7,NA,49.8,NA,NA,NA,NA,NA,NA,4623690,NA,NA,NA
1980-12-01,NS,629.9,328.4,198,130.4,282.8,45.6,34.7,52.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12481.1,38.7,42.2,33.5,NA,47.8,NA,NA,NA,NA,NA,228,664257,NA,NA,NA
1980-12-01,ON,6736.3,4207.2,2476.3,1730.9,3570.4,636.8,296,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,155988.5,37.5,40.8,32.8,NA,45,NA,NA,NA,NA,NA,1240348,10467067,NA,NA,NA
1980-12-01,PE,90,46.5,27.9,18.6,39.3,7.1,6,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1736.7,39.2,43.9,32.3,NA,48.9,NA,NA,NA,NA,NA,NA,18407,NA,NA,NA
1980-12-01,QC,5013.3,2775.6,1706.6,1069.1,2452.5,323.1,306.9,55.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,102821.9,37.8,40.7,33.3,NA,46.9,NA,NA,NA,NA,NA,181471,10227777,NA,NA,NA
1980-12-01,SK,704.2,426.1,269.3,156.8,350.4,75.8,20.2,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15745.6,37.8,41.7,31.3,NA,46.7,NA,NA,NA,NA,NA,15828,925675,NA,NA,NA
1981-01-01,AB,1667.2,1152.4,702.8,449.6,998.3,154.1,47.8,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,43552.1,38.9,42.4,33.4,NA,47.2,NA,NA,NA,NA,NA,16304,2123468,NA,NA,NA
1981-01-01,BC,2139.5,1322.8,807.9,514.9,1114,208.8,76.8,61.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,47504.6,37,40.6,31.5,NA,48.7,NA,NA,NA,NA,NA,251051,4223179,NA,NA,NA
1981-01-01,MB,762.1,466.8,276.9,189.9,387.5,79.3,29.3,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,16858.6,37.3,41.2,31.8,NA,46.6,NA,NA,NA,NA,NA,39583,1991256,NA,NA,NA
1981-01-01,NB,515.4,258,157.3,100.6,220.2,37.8,33.6,50.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9046.1,37.6,40.8,32.9,NA,48.1,NA,NA,NA,NA,NA,258989,882376,NA,NA,NA
1981-01-01,NL,399.6,191.2,121.4,69.8,175.8,15.4,29.1,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,6994.1,41,44.1,35.7,NA,50.1,NA,NA,NA,NA,NA,NA,4592637,NA,NA,NA
1981-01-01,NS,630.4,327.2,197.6,129.6,280.5,46.7,34.7,51.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11956.3,38.6,42.3,33.1,NA,48.3,NA,NA,NA,NA,NA,221,691241,NA,NA,NA
1981-01-01,ON,6744.3,4225.6,2485.6,1740,3581.1,644.6,291.5,62.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,153612.1,37.5,40.7,33.1,NA,45.6,NA,NA,NA,NA,NA,1206509,10910162,NA,NA,NA
1981-01-01,PE,90,46.5,27.9,18.6,39.4,7.2,5.9,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1638.8,38.7,42.6,33,NA,49.6,NA,NA,NA,NA,NA,NA,18279,NA,NA,NA
1981-01-01,QC,5018.4,2787.9,1708.3,1079.5,2444.6,343.3,322.7,55.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,100541.4,37.5,40.3,33.1,NA,47.5,NA,NA,NA,NA,NA,177333,10320981,NA,NA,NA
1981-01-01,SK,704.9,428.2,269.5,158.7,351.2,77,20.9,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,15396.8,37.5,41.1,31.5,NA,47.1,NA,NA,NA,NA,NA,16546,933096,NA,NA,NA
1981-02-01,AB,1674.5,1163.2,706,457.2,1005.3,157.9,49.1,69.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,44468.3,39.1,42.7,33.4,NA,47.7,NA,NA,NA,NA,NA,14755,1943010,NA,NA,NA
1981-02-01,BC,2144.9,1316.7,804.8,511.9,1099.2,217.5,82.3,61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,47653.2,37,40.4,31.6,NA,49.1,NA,NA,NA,NA,NA,249371,4519852,NA,NA,NA
1981-02-01,MB,762.7,468.5,276.4,192.2,390.9,77.6,27.9,61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,17072.1,37.6,41.4,32.2,NA,46.7,NA,NA,NA,NA,NA,36502,1702992,NA,NA,NA
1981-02-01,NB,515.6,260.3,158.3,102,222.2,38.1,33.3,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9068.2,37.5,40.7,32.8,NA,48.6,NA,NA,NA,NA,NA,264422,899652,NA,NA,NA
1981-02-01,NL,400.2,192.4,122,70.4,176.6,15.9,27.9,48.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7168,41.1,44.4,35.5,NA,50.7,NA,NA,NA,NA,NA,NA,3911572,NA,NA,NA
1981-02-01,NS,630.8,330.3,198.1,132.2,279.8,50.5,37.1,52.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12002.4,38.3,42.1,32.8,NA,48.7,NA,NA,NA,NA,NA,201,571273,NA,NA,NA
1981-02-01,ON,6752.5,4266.1,2497.2,1768.9,3600.4,665.7,292.5,63.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,155068.8,37.3,40.6,32.8,NA,46,NA,NA,NA,NA,NA,1319916,9568551,NA,NA,NA
1981-02-01,PE,90.1,46.5,28.2,18.3,39.3,7.2,6,51.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1637.9,38.8,43.3,32.1,NA,50,NA,NA,NA,NA,NA,NA,5267,NA,NA,NA
1981-02-01,QC,5023.9,2812.3,1714.9,1097.4,2461.9,350.4,320.9,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,102058.8,37.6,40.5,33.3,NA,48.1,NA,NA,NA,NA,NA,177949,8692347,NA,NA,NA
1981-02-01,SK,705.4,427,269.2,157.8,350.4,76.6,23,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15330.9,37.6,41.3,31.3,NA,47.5,NA,NA,NA,NA,NA,15205,847373,NA,NA,NA
1981-03-01,AB,1680,1166.7,711.8,454.8,1012.2,154.5,49.7,69.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,44810.7,39.1,42.7,33.5,NA,48.1,NA,NA,NA,NA,NA,19980,2090577,NA,NA,NA
1981-03-01,BC,2149.6,1320.3,802.2,518.1,1095.3,225,83.6,61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,48063.6,36.9,40.5,31.2,NA,50.1,NA,NA,NA,NA,NA,324213,4877285,NA,NA,NA
1981-03-01,MB,763.3,469.6,276.7,192.9,391.3,78.3,29.8,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,17336,37.8,41.8,32.2,NA,47.5,NA,NA,NA,NA,NA,47808,1649213,NA,NA,NA
1981-03-01,NB,516,259.5,157.6,101.9,221.8,37.6,30.9,50.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9103.2,37.7,41.1,32.8,NA,49.3,NA,NA,NA,NA,NA,287012,780295,NA,NA,NA
1981-03-01,NL,400.6,187.8,118.8,69,171.4,16.5,27.3,46.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,7050.5,40.8,44,35.5,NA,51.3,NA,NA,NA,NA,NA,NA,4300041,NA,NA,NA
1981-03-01,NS,631.1,330,199.2,130.8,281.1,48.9,37,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12023.9,38.3,42.1,32.8,NA,49.3,NA,NA,NA,NA,NA,324,642779,NA,NA,NA
1981-03-01,ON,6759.5,4264.9,2498.6,1766.3,3596.3,668.6,295.8,63.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,155440.5,37.3,40.5,32.8,NA,46.6,NA,NA,NA,NA,NA,1719875,10158110,NA,NA,NA
1981-03-01,PE,90.2,46.3,28,18.3,39.2,7,6.5,51.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1671.5,39.7,44.1,32.9,NA,51.2,NA,NA,NA,NA,NA,NA,4903,NA,NA,NA
1981-03-01,QC,5028.4,2803.6,1714.9,1088.7,2442.8,360.8,321.5,55.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,101961.1,37.4,40.3,33.1,NA,48.6,NA,NA,NA,NA,NA,213659,9352426,NA,NA,NA
1981-03-01,SK,706.2,430.2,270,160.2,353.5,76.7,20.5,60.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,15805.9,38.1,42.3,31.1,NA,48,NA,NA,NA,NA,NA,20255,819126,NA,NA,NA
1981-04-01,AB,1685.1,1180.2,712.6,467.6,1021,159.2,44.5,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,45747.7,39.4,43.1,33.8,NA,48.3,NA,NA,NA,NA,NA,22849,1981026,NA,NA,NA
1981-04-01,BC,2154.7,1321.3,797.3,524,1100.5,220.9,88.5,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,48478.7,37.2,40.7,31.9,NA,50.6,NA,NA,NA,NA,NA,313798,4132758,NA,NA,NA
1981-04-01,MB,764.1,471.5,276.9,194.5,392.6,78.9,28.1,61.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,17787.3,38.4,42.6,32.6,NA,47.6,NA,NA,NA,NA,NA,55803,1108309,NA,NA,NA
1981-04-01,NB,516.3,260.7,157.8,102.9,221.8,38.8,31.9,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9186.6,37.7,41.2,32.6,NA,49.7,NA,NA,NA,NA,NA,308306,794347,NA,NA,NA
1981-04-01,NL,401.1,189.3,120.3,69.1,171.4,17.9,27,47.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7223.9,40.8,44.3,34.8,NA,51.9,NA,NA,NA,NA,NA,NA,3419044,NA,NA,NA
1981-04-01,NS,631.6,332.9,201.3,131.6,283.8,49.1,31.4,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,12407.2,38.7,42.6,32.9,NA,49.6,NA,NA,NA,NA,NA,352,584111,NA,NA,NA
1981-04-01,ON,6766.8,4272.7,2516.1,1756.5,3629.4,643.2,288.7,63.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,158111.1,37.7,40.9,33.3,NA,47,NA,NA,NA,NA,NA,1697984,8807966,NA,NA,NA
1981-04-01,PE,90.3,46.6,28.7,17.9,38.9,7.6,6,51.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1705.6,39.9,44.4,32.6,NA,51.6,NA,NA,NA,NA,NA,NA,-416,NA,NA,NA
1981-04-01,QC,5033.1,2807.8,1715.2,1092.6,2450.1,357.7,303.2,55.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,103310.6,37.6,40.6,33.1,NA,49.1,NA,NA,NA,NA,NA,230013,8655434,NA,NA,NA
1981-04-01,SK,706.9,432.8,271.2,161.6,352,80.8,19,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,16663.4,39.4,44.3,31.2,NA,48.1,NA,NA,NA,NA,NA,22097,768152,NA,NA,NA
1981-05-01,AB,1690.9,1187.5,719,468.5,1025.7,161.8,41.4,70.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,48332.2,40.4,44.5,34.2,NA,49,NA,NA,NA,NA,NA,24250,1912107,NA,NA,NA
1981-05-01,BC,2159.6,1323.6,796,527.7,1103.3,220.3,90.8,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,49713.4,37.4,41,32,NA,51,NA,NA,NA,NA,NA,353261,3626075,NA,NA,NA
1981-05-01,MB,764.8,472.9,277.1,195.8,390.5,82.4,26.5,61.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,19007.6,39.7,44.4,33,NA,48.2,NA,NA,NA,NA,NA,64654,1263372,NA,NA,NA
1981-05-01,NB,516.9,261.1,157.4,103.6,220.7,40.4,31.7,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10049.8,38.1,41.6,32.9,NA,50.2,NA,NA,NA,NA,NA,356288,802032,NA,NA,NA
1981-05-01,NL,401.4,193.5,122.4,71,174.7,18.7,24.7,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7976.8,41.2,44.6,35.3,NA,52.4,NA,NA,NA,NA,NA,NA,2468427,NA,NA,NA
1981-05-01,NS,631.9,331.1,199.1,132.1,280.1,51,35,52.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12896.3,38.8,42.4,33.2,NA,50.1,NA,NA,NA,NA,NA,918,518582,NA,NA,NA
1981-05-01,ON,6773.9,4295.2,2506.5,1788.7,3618.2,677,282.3,63.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,164146,38,41.2,33.4,NA,47.4,NA,NA,NA,NA,NA,1865253,8756743,NA,NA,NA
1981-05-01,PE,90.4,48.6,28.6,20,40.5,8.1,5.3,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2039.4,41,45.9,33.9,NA,52.2,NA,NA,NA,NA,NA,NA,-405,NA,NA,NA
1981-05-01,QC,5037.7,2799.8,1703.6,1096.3,2439.7,360.2,320.6,55.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,105767,37.8,40.7,33.2,NA,49.4,NA,NA,NA,NA,NA,283512,9051154,NA,NA,NA
1981-05-01,SK,707.7,432.5,268.4,164.1,353.2,79.3,18.9,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18804.1,42.7,49,32.5,NA,48.8,NA,NA,NA,NA,NA,24347,751270,NA,NA,NA
1981-06-01,AB,1699.1,1190.2,717.4,472.8,1026.7,163.5,41.2,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,48399.7,40,43.9,34,NA,49.7,NA,NA,NA,NA,NA,30561,1865576,NA,NA,NA
1981-06-01,BC,2165.5,1330.6,796.9,533.7,1110.8,219.8,86.1,61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,51627.9,38,41.4,32.8,NA,51.7,NA,NA,NA,NA,NA,343020,3307028,NA,NA,NA
1981-06-01,MB,765.6,469.5,274.9,194.7,388.4,81.2,29.1,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,18877.6,39.2,43.4,33.2,NA,49.2,NA,NA,NA,NA,NA,69382,1181105,NA,NA,NA
1981-06-01,NB,517.3,259.7,156.2,103.5,221.6,38,31.5,50.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10688.1,38.7,41.9,33.7,NA,51,NA,NA,NA,NA,NA,361399,566401,NA,NA,NA
1981-06-01,NL,402.1,186.7,117,69.7,170,16.8,28,46.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671.2,42.1,45.6,36.1,NA,53.1,NA,NA,NA,NA,NA,NA,2489252,NA,NA,NA
1981-06-01,NS,632.1,327.5,197.3,130.2,278.6,48.9,36.4,51.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,13355.9,39.3,42.7,33.9,NA,50.8,NA,NA,NA,NA,NA,4601,500805,NA,NA,NA
1981-06-01,ON,6782.6,4315.4,2513.1,1802.3,3651,664.5,295,63.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,170902.4,38.5,41.7,34.2,NA,48.2,NA,NA,NA,NA,NA,1790643,8771914,NA,NA,NA
